class1,class2,domain1,domain2,GT,interdomain,weight,wikidata,coqex,gpt,prob_lesser,prob_greater,prediction,accuracy
film,observatory,creative_work,man-made_object,1,True,1.0,1.0,-1.0,1.0,0.3741412144346301,0.6258587855653699,1,1
politician,hospital,occupation,organization,1,True,1.0,1.0,1.0,-1.0,0.4674213924851056,0.5325786075148944,1,1
volcano,mobile app,geographical_entity,creative_work,-1,True,1.0,1.0,1.0,-1.0,0.4674213924851056,0.5325786075148944,1,0
fashion designer,conglomerate,occupation,organization,1,True,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,0
island,conglomerate,geographical_entity,organization,1,True,1.0,1.0,0.0,1.0,0.32686636944471104,0.673133630555289,1,1
world heritage site,formula one circuit,geographical_entity,man-made_object,1,True,-1.0,-1.0,1.0,1.0,0.3793288567889701,0.6206711432110299,1,1
researcher,bicycle,occupation,man-made_object,-1,True,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,1
snake,architect,species,occupation,-1,True,-1.0,-1.0,-1.0,-1.0,0.6733108942104322,0.3266891057895678,-1,1
spider,wind turbine,species,man-made_object,-1,True,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,1
lake,cryptocurrency exchange,geographical_entity,organization,1,True,1.0,1.0,-1.0,1.0,0.3741412144346301,0.6258587855653699,1,1
bird,insect,species,species,-1,False,-1.0,-1.0,-1.0,-1.0,0.6733108942104322,0.3266891057895678,-1,1
architect,animation feature film,occupation,creative_work,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
fungus,spider,species,species,1,False,1.0,1.0,1.0,-1.0,0.4674213924851056,0.5325786075148944,1,1
world heritage site,football club,geographical_entity,organization,-1,True,-1.0,-1.0,1.0,1.0,0.3793288567889701,0.6206711432110299,1,0
airline pilot,board game,occupation,creative_work,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
volcano,world heritage site,geographical_entity,geographical_entity,1,False,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,0
nuclear power plant,university,geographical_entity,organization,-1,True,-1.0,-1.0,-1.0,-1.0,0.6733108942104322,0.3266891057895678,-1,1
airline pilot,island,occupation,geographical_entity,1,True,-1.0,-1.0,1.0,1.0,0.3793288567889701,0.6206711432110299,1,1
highway,bank,geographical_entity,organization,-1,True,-1.0,-1.0,-1.0,1.0,0.4808603822516243,0.5191396177483757,1,0
bank,spacecraft,organization,man-made_object,1,True,1.0,1.0,1.0,-1.0,0.4674213924851056,0.5325786075148944,1,1
tree,play,species,creative_work,1,True,-1.0,-1.0,1.0,1.0,0.3793288567889701,0.6206711432110299,1,1
phytoplankton,satellite,species,man-made_object,1,True,-1.0,-1.0,1.0,1.0,0.3793288567889701,0.6206711432110299,1,1
astronaut,national dance,occupation,creative_work,1,True,1.0,1.0,1.0,-1.0,0.4674213924851056,0.5325786075148944,1,1
journalist,tea company,occupation,organization,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
film,merchant ship,creative_work,man-made_object,1,True,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,0
astronaut,island,occupation,geographical_entity,-1,True,-1.0,-1.0,1.0,-1.0,0.5762495871181209,0.4237504128818791,-1,1
highway,scientific paper,geographical_entity,creative_work,-1,True,-1.0,-1.0,1.0,-1.0,0.5762495871181209,0.4237504128818791,-1,1
amphibian,travel agency,species,organization,-1,True,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,1
island,cryptocurrency exchange,geographical_entity,organization,1,True,1.0,1.0,-1.0,1.0,0.3741412144346301,0.6258587855653699,1,1
lawyer,cooperative,occupation,organization,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
conglomerate,religious text,organization,creative_work,1,True,-1.0,-1.0,-1.0,1.0,0.4808603822516243,0.5191396177483757,1,1
grass,skyscraper,species,man-made_object,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
politician,NBA player,occupation,occupation,1,False,1.0,1.0,1.0,-1.0,0.4674213924851056,0.5325786075148944,1,1
space station,smartphone,man-made_object,man-made_object,-1,False,-1.0,-1.0,1.0,-1.0,0.5762495871181209,0.4237504128818791,-1,1
fish,fast food restaurant,species,organization,-1,True,0.0,0.0,-1.0,-1.0,0.6234576753337372,0.3765423246662628,-1,1
mammal,animation studio,species,organization,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
play,satellite,creative_work,man-made_object,1,True,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,0
island,board game,geographical_entity,creative_work,-1,True,1.0,1.0,-1.0,1.0,0.3741412144346301,0.6258587855653699,1,0
insect,publisher,species,organization,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
conglomerate,book,organization,creative_work,-1,True,-1.0,-1.0,-1.0,-1.0,0.6733108942104322,0.3266891057895678,-1,1
bank,book,organization,creative_work,-1,True,-1.0,-1.0,1.0,-1.0,0.5762495871181209,0.4237504128818791,-1,1
school teacher,public library,occupation,organization,1,True,-1.0,-1.0,1.0,1.0,0.3793288567889701,0.6206711432110299,1,1
bacteria,bee,species,species,1,False,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,0
oil tanker,bicycle,man-made_object,man-made_object,-1,False,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,1
physicist,national dance,occupation,creative_work,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
island,spacecraft,geographical_entity,man-made_object,-1,True,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,1
city,satellite,geographical_entity,man-made_object,1,True,1.0,1.0,-1.0,1.0,0.3741412144346301,0.6258587855653699,1,1
snake,website,species,creative_work,-1,True,-1.0,-1.0,-1.0,-1.0,0.6733108942104322,0.3266891057895678,-1,1
snake,tea company,species,organization,1,True,1.0,1.0,-1.0,1.0,0.3741412144346301,0.6258587855653699,1,1
spider,highway,species,geographical_entity,1,True,1.0,1.0,1.0,-1.0,0.4674213924851056,0.5325786075148944,1,1
national park,football club,geographical_entity,organization,-1,True,-1.0,-1.0,1.0,-1.0,0.5762495871181209,0.4237504128818791,-1,1
phytoplankton,bank,species,organization,-1,True,-1.0,-1.0,1.0,1.0,0.3793288567889701,0.6206711432110299,1,0
book,painting,creative_work,creative_work,1,False,-1.0,-1.0,-1.0,1.0,0.4808603822516243,0.5191396177483757,1,1
snake,technological invention,species,creative_work,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
oil tanker,wind turbine,man-made_object,man-made_object,-1,False,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,1
desert,animation studio,geographical_entity,organization,-1,True,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,1
ancient civilization,smartphone,geographical_entity,man-made_object,-1,True,0.0,0.0,1.0,-1.0,0.5220977118335559,0.47790228816644414,-1,1
lake,song,geographical_entity,creative_work,-1,True,1.0,1.0,1.0,-1.0,0.4674213924851056,0.5325786075148944,1,0
fast food restaurant,wind turbine,organization,man-made_object,1,True,0.0,0.0,1.0,-1.0,0.5220977118335559,0.47790228816644414,-1,0
ancient civilization,animation studio,geographical_entity,organization,-1,True,-1.0,-1.0,-1.0,1.0,0.4808603822516243,0.5191396177483757,1,0
animation studio,scientific paper,organization,creative_work,-1,True,-1.0,-1.0,1.0,-1.0,0.5762495871181209,0.4237504128818791,-1,1
play,merchant ship,creative_work,man-made_object,-1,True,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,1
lake,highway,geographical_entity,geographical_entity,1,False,1.0,1.0,1.0,-1.0,0.4674213924851056,0.5325786075148944,1,1
lake,skyscraper,geographical_entity,man-made_object,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
amphibian,tree,species,species,-1,False,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,1
fungus,website,species,creative_work,-1,True,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,1
bee,board game,species,creative_work,-1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,0
fish,politician,species,occupation,-1,True,-1.0,-1.0,-1.0,1.0,0.4808603822516243,0.5191396177483757,1,0
public library,mobile app,organization,creative_work,-1,True,1.0,1.0,0.0,-1.0,0.519340760888894,0.4806592391111059,-1,1
insect,patent,species,creative_work,1,True,1.0,1.0,1.0,-1.0,0.4674213924851056,0.5325786075148944,1,1
world heritage site,website,geographical_entity,creative_work,-1,True,-1.0,-1.0,-1.0,-1.0,0.6733108942104322,0.3266891057895678,-1,1
butterfly,highway,species,geographical_entity,1,True,1.0,1.0,1.0,-1.0,0.4674213924851056,0.5325786075148944,1,1
tree,space station,species,man-made_object,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
insect,formula one circuit,species,man-made_object,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
castle,oil tanker,geographical_entity,man-made_object,1,True,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,0
lawyer,religious text,occupation,creative_work,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
police officer,fast food restaurant,occupation,organization,1,True,0.0,0.0,-1.0,1.0,0.42664722781895514,0.5733527721810449,1,1
river,percussion instrument,geographical_entity,man-made_object,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
NBA player,wind turbine,occupation,man-made_object,-1,True,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,1
dentist,percussion instrument,occupation,man-made_object,1,True,-1.0,-1.0,1.0,1.0,0.3793288567889701,0.6206711432110299,1,1
animation studio,mobile app,organization,creative_work,-1,True,-1.0,-1.0,1.0,-1.0,0.5762495871181209,0.4237504128818791,-1,1
university,coal power plant,organization,organization,1,False,1.0,1.0,-1.0,1.0,0.3741412144346301,0.6258587855653699,1,1
river,submarine,geographical_entity,man-made_object,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
police officer,nuclear power plant,occupation,geographical_entity,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
snake,merchant ship,species,man-made_object,-1,True,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,1
phytoplankton,dentist,species,occupation,-1,True,-1.0,-1.0,-1.0,-1.0,0.6733108942104322,0.3266891057895678,-1,1
film,industrial robot,creative_work,man-made_object,-1,True,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,1
bird,helicopter,species,man-made_object,-1,True,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,1
bee,zoo,species,geographical_entity,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
grass,ancient civilization,species,geographical_entity,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
nurse,merchant ship,occupation,man-made_object,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
fashion designer,dam,occupation,geographical_entity,1,True,-1.0,-1.0,-1.0,0.0,0.5801285571215558,0.41987144287844425,-1,0
animation studio,film,organization,creative_work,-1,True,-1.0,-1.0,1.0,-1.0,0.5762495871181209,0.4237504128818791,-1,1
lawyer,technological invention,occupation,creative_work,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
fashion designer,airline pilot,occupation,occupation,-1,False,-1.0,-1.0,-1.0,-1.0,0.6733108942104322,0.3266891057895678,-1,1
dentist,public library,occupation,organization,1,True,-1.0,-1.0,1.0,1.0,0.3793288567889701,0.6206711432110299,1,1
ancient civilization,conglomerate,geographical_entity,organization,-1,True,-1.0,-1.0,1.0,-1.0,0.5762495871181209,0.4237504128818791,-1,1
hospital,scientific paper,organization,creative_work,-1,True,-1.0,-1.0,-1.0,-1.0,0.6733108942104322,0.3266891057895678,-1,1
video game,animation feature film,creative_work,creative_work,1,False,1.0,1.0,-1.0,1.0,0.3741412144346301,0.6258587855653699,1,1
film,satellite,creative_work,man-made_object,1,True,1.0,1.0,-1.0,1.0,0.3741412144346301,0.6258587855653699,1,1
plant,video game,species,creative_work,-1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,0
phytoplankton,helicopter,species,man-made_object,-1,True,-1.0,-1.0,-1.0,-1.0,0.6733108942104322,0.3266891057895678,-1,1
national park,bicycle,geographical_entity,man-made_object,-1,True,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,1
lawyer,ancient civilization,occupation,geographical_entity,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
travel agency,industrial robot,organization,man-made_object,-1,True,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,1
bacteria,scientific paper,species,creative_work,1,True,-1.0,-1.0,1.0,-1.0,0.5762495871181209,0.4237504128818791,-1,0
cooperative,video game,organization,creative_work,1,True,-1.0,-1.0,1.0,1.0,0.3793288567889701,0.6206711432110299,1,1
patent,formula one circuit,creative_work,man-made_object,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
desert,publisher,geographical_entity,organization,-1,True,-1.0,-1.0,-1.0,-1.0,0.6733108942104322,0.3266891057895678,-1,1
dentist,fast food restaurant,occupation,organization,1,True,0.0,0.0,-1.0,1.0,0.42664722781895514,0.5733527721810449,1,1
city,animation studio,geographical_entity,organization,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
journalist,skyscraper,occupation,man-made_object,1,True,1.0,1.0,1.0,-1.0,0.4674213924851056,0.5325786075148944,1,1
highway,industrial robot,geographical_entity,man-made_object,-1,True,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,1
lake,religious text,geographical_entity,creative_work,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
bird,painting,species,creative_work,-1,True,-1.0,-1.0,1.0,-1.0,0.5762495871181209,0.4237504128818791,-1,1
physicist,zoo,occupation,geographical_entity,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
school teacher,fast food restaurant,occupation,organization,1,True,0.0,0.0,1.0,1.0,0.32930157175276564,0.6706984282472344,1,1
airline,animation feature film,organization,creative_work,-1,True,-1.0,-1.0,-1.0,1.0,0.4808603822516243,0.5191396177483757,1,0
national dance,submarine,creative_work,man-made_object,-1,True,-1.0,-1.0,-1.0,0.0,0.5801285571215558,0.41987144287844425,-1,1
journalist,video game,occupation,creative_work,-1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,0
airline pilot,dentist,occupation,occupation,-1,False,1.0,1.0,1.0,-1.0,0.4674213924851056,0.5325786075148944,1,0
astronaut,nurse,occupation,occupation,-1,False,-1.0,-1.0,-1.0,-1.0,0.6733108942104322,0.3266891057895678,-1,1
grass,NBA player,species,occupation,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
spider,helicopter,species,man-made_object,-1,True,1.0,1.0,1.0,-1.0,0.4674213924851056,0.5325786075148944,1,0
video game,merchant ship,creative_work,man-made_object,1,True,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,0
actor,submarine,occupation,man-made_object,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
nuclear power plant,hospital,geographical_entity,organization,-1,True,-1.0,-1.0,1.0,-1.0,0.5762495871181209,0.4237504128818791,-1,1
grass,industrial robot,species,man-made_object,-1,True,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,1
physicist,nurse,occupation,occupation,-1,False,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,1
snake,observatory,species,man-made_object,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
desert,city,geographical_entity,geographical_entity,-1,False,-1.0,-1.0,-1.0,-1.0,0.6733108942104322,0.3266891057895678,-1,1
satellite,observatory,man-made_object,man-made_object,1,False,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
bee,bicycle,species,man-made_object,-1,True,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,1
phytoplankton,actor,species,occupation,-1,True,-1.0,-1.0,-1.0,1.0,0.4808603822516243,0.5191396177483757,1,0
actor,world heritage site,occupation,geographical_entity,1,True,1.0,1.0,1.0,-1.0,0.4674213924851056,0.5325786075148944,1,1
highway,submarine,geographical_entity,man-made_object,1,True,-1.0,-1.0,1.0,1.0,0.3793288567889701,0.6206711432110299,1,1
bee,animation feature film,species,creative_work,1,True,-1.0,-1.0,1.0,1.0,0.3793288567889701,0.6206711432110299,1,1
university,cryptocurrency exchange,organization,organization,1,False,1.0,1.0,-1.0,1.0,0.3741412144346301,0.6258587855653699,1,1
architect,painting,occupation,creative_work,1,True,-1.0,-1.0,1.0,-1.0,0.5762495871181209,0.4237504128818791,-1,0
board game,play,creative_work,creative_work,1,False,-1.0,-1.0,-1.0,-1.0,0.6733108942104322,0.3266891057895678,-1,0
airport,city,geographical_entity,geographical_entity,-1,False,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,1
bank,oil tanker,organization,man-made_object,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
researcher,cryptocurrency exchange,occupation,organization,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
researcher,national dance,occupation,creative_work,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
fungus,insect,species,species,-1,False,-1.0,-1.0,-1.0,-1.0,0.6733108942104322,0.3266891057895678,-1,1
plant,actor,species,occupation,-1,True,-1.0,-1.0,1.0,1.0,0.3793288567889701,0.6206711432110299,1,0
nuclear power plant,national dance,geographical_entity,creative_work,1,True,1.0,1.0,1.0,-1.0,0.4674213924851056,0.5325786075148944,1,1
mammal,smartphone,species,man-made_object,-1,True,1.0,1.0,1.0,-1.0,0.4674213924851056,0.5325786075148944,1,0
desert,public library,geographical_entity,organization,-1,True,-1.0,-1.0,1.0,-1.0,0.5762495871181209,0.4237504128818791,-1,1
tea company,space station,organization,man-made_object,1,True,-1.0,-1.0,1.0,1.0,0.3793288567889701,0.6206711432110299,1,1
fashion designer,skyscraper,occupation,man-made_object,1,True,-1.0,-1.0,-1.0,-1.0,0.6733108942104322,0.3266891057895678,-1,0
fungus,journalist,species,occupation,1,True,1.0,1.0,1.0,-1.0,0.4674213924851056,0.5325786075148944,1,1
cryptocurrency exchange,website,organization,creative_work,-1,True,-1.0,-1.0,-1.0,-1.0,0.6733108942104322,0.3266891057895678,-1,1
politician,university,occupation,organization,1,True,1.0,1.0,1.0,-1.0,0.4674213924851056,0.5325786075148944,1,1
bird,zoo,species,geographical_entity,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
highway,publisher,geographical_entity,organization,-1,True,-1.0,-1.0,-1.0,1.0,0.4808603822516243,0.5191396177483757,1,0
highway,university,geographical_entity,organization,-1,True,-1.0,-1.0,-1.0,1.0,0.4808603822516243,0.5191396177483757,1,0
play,formula one circuit,creative_work,man-made_object,1,True,1.0,1.0,-1.0,1.0,0.3741412144346301,0.6258587855653699,1,1
highway,spacecraft,geographical_entity,man-made_object,-1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,0
bee,castle,species,geographical_entity,-1,True,-1.0,-1.0,1.0,1.0,0.3793288567889701,0.6206711432110299,1,0
film,patent,creative_work,creative_work,-1,False,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,1
NBA player,book,occupation,creative_work,-1,True,-1.0,-1.0,1.0,-1.0,0.5762495871181209,0.4237504128818791,-1,1
school teacher,cooperative,occupation,organization,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
politician,patent,occupation,creative_work,1,True,1.0,1.0,1.0,-1.0,0.4674213924851056,0.5325786075148944,1,1
dam,public library,geographical_entity,organization,-1,True,1.0,1.0,1.0,-1.0,0.4674213924851056,0.5325786075148944,1,0
butterfly,religious text,species,creative_work,1,True,1.0,1.0,1.0,-1.0,0.4674213924851056,0.5325786075148944,1,1
researcher,merchant ship,occupation,man-made_object,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
tree,airline,species,organization,1,True,-1.0,-1.0,1.0,1.0,0.3793288567889701,0.6206711432110299,1,1
lawyer,football club,occupation,organization,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
nurse,film,occupation,creative_work,1,True,-1.0,-1.0,1.0,1.0,0.3793288567889701,0.6206711432110299,1,1
bank,merchant ship,organization,man-made_object,-1,True,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,1
researcher,university,occupation,organization,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
phytoplankton,spacecraft,species,man-made_object,-1,True,-1.0,-1.0,1.0,0.0,0.4768912734426505,0.5231087265573495,1,0
city,technological invention,geographical_entity,creative_work,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
airline pilot,nuclear power plant,occupation,geographical_entity,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
bank,cooperative,organization,organization,-1,False,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,1
bacteria,world heritage site,species,geographical_entity,1,True,1.0,1.0,-1.0,1.0,0.3741412144346301,0.6258587855653699,1,1
fashion designer,football club,occupation,organization,1,True,-1.0,-1.0,-1.0,-1.0,0.6733108942104322,0.3266891057895678,-1,0
nuclear power plant,skyscraper,geographical_entity,man-made_object,-1,True,-1.0,-1.0,1.0,-1.0,0.5762495871181209,0.4237504128818791,-1,1
tree,cryptocurrency exchange,species,organization,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
butterfly,technological invention,species,creative_work,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
university,smartphone,organization,man-made_object,-1,True,1.0,1.0,1.0,-1.0,0.4674213924851056,0.5325786075148944,1,0
astronaut,city,occupation,geographical_entity,-1,True,-1.0,-1.0,-1.0,-1.0,0.6733108942104322,0.3266891057895678,-1,1
politician,city,occupation,geographical_entity,1,True,1.0,1.0,1.0,-1.0,0.4674213924851056,0.5325786075148944,1,1
cryptocurrency exchange,book,organization,creative_work,-1,True,-1.0,-1.0,1.0,-1.0,0.5762495871181209,0.4237504128818791,-1,1
astronaut,nuclear power plant,occupation,geographical_entity,1,True,1.0,1.0,1.0,-1.0,0.4674213924851056,0.5325786075148944,1,1
lake,wind turbine,geographical_entity,man-made_object,1,True,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,0
publisher,wind turbine,organization,man-made_object,-1,True,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,1
police officer,merchant ship,occupation,man-made_object,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
tree,airline pilot,species,occupation,-1,True,-1.0,-1.0,-1.0,0.0,0.5801285571215558,0.41987144287844425,-1,1
amphibian,architect,species,occupation,-1,True,-1.0,-1.0,-1.0,-1.0,0.6733108942104322,0.3266891057895678,-1,1
bacteria,highway,species,geographical_entity,1,True,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,0
song,smartphone,creative_work,man-made_object,-1,True,1.0,1.0,1.0,-1.0,0.4674213924851056,0.5325786075148944,1,0
nurse,dam,occupation,geographical_entity,1,True,-1.0,-1.0,1.0,1.0,0.3793288567889701,0.6206711432110299,1,1
journalist,university,occupation,organization,1,True,1.0,1.0,1.0,-1.0,0.4674213924851056,0.5325786075148944,1,1
public library,spacecraft,organization,man-made_object,1,True,1.0,1.0,-1.0,1.0,0.3741412144346301,0.6258587855653699,1,1
bacteria,play,species,creative_work,1,True,1.0,1.0,-1.0,1.0,0.3741412144346301,0.6258587855653699,1,1
world heritage site,smartphone,geographical_entity,man-made_object,-1,True,-1.0,-1.0,1.0,-1.0,0.5762495871181209,0.4237504128818791,-1,1
airline pilot,cryptocurrency exchange,occupation,organization,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
bacteria,film,species,creative_work,1,True,-1.0,-1.0,1.0,1.0,0.3793288567889701,0.6206711432110299,1,1
