class1,class2,domain1,domain2,GT,interdomain,weight,wikidata,coqex,gpt,prob_lesser,prob_greater,prediction,accuracy
school teacher,observatory,occupation,man-made_object,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
volcano,football club,geographical_entity,organization,1,True,-1.0,-1.0,1.0,-1.0,0.5762495871181209,0.4237504128818791,-1,0
lawyer,national dance,occupation,creative_work,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
astronaut,public library,occupation,organization,-1,True,-1.0,-1.0,1.0,-1.0,0.5762495871181209,0.4237504128818791,-1,1
snake,mammal,species,species,-1,False,-1.0,-1.0,-1.0,0.0,0.5801285571215558,0.41987144287844425,-1,1
airline pilot,volcano,occupation,geographical_entity,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
submarine,oil tanker,man-made_object,man-made_object,-1,False,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,1
cryptocurrency exchange,industrial robot,organization,man-made_object,-1,True,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,1
spider,castle,species,geographical_entity,-1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,0
mobile app,smartphone,creative_work,man-made_object,-1,True,1.0,1.0,0.0,-1.0,0.519340760888894,0.4806592391111059,-1,1
cryptocurrency exchange,video game,organization,creative_work,-1,True,-1.0,-1.0,1.0,-1.0,0.5762495871181209,0.4237504128818791,-1,1
wind turbine,formula one circuit,man-made_object,man-made_object,1,False,-1.0,-1.0,1.0,1.0,0.3793288567889701,0.6206711432110299,1,1
insect,fish,species,species,1,False,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
bee,desert,species,geographical_entity,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
highway,painting,geographical_entity,creative_work,-1,True,-1.0,-1.0,1.0,-1.0,0.5762495871181209,0.4237504128818791,-1,1
national park,smartphone,geographical_entity,man-made_object,-1,True,1.0,1.0,1.0,-1.0,0.4674213924851056,0.5325786075148944,1,0
fish,airline pilot,species,occupation,-1,True,-1.0,-1.0,-1.0,0.0,0.5801285571215558,0.41987144287844425,-1,1
butterfly,hospital,species,organization,-1,True,1.0,1.0,1.0,-1.0,0.4674213924851056,0.5325786075148944,1,0
fashion designer,highway,occupation,geographical_entity,1,True,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,0
bank,tea company,organization,organization,1,False,1.0,1.0,-1.0,1.0,0.3741412144346301,0.6258587855653699,1,1
song,play,creative_work,creative_work,1,False,1.0,1.0,-1.0,1.0,0.3741412144346301,0.6258587855653699,1,1
publisher,oil tanker,organization,man-made_object,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
video game,spacecraft,creative_work,man-made_object,1,True,1.0,1.0,0.0,-1.0,0.519340760888894,0.4806592391111059,-1,0
spider,website,species,creative_work,-1,True,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,1
film,play,creative_work,creative_work,1,False,1.0,1.0,-1.0,1.0,0.3741412144346301,0.6258587855653699,1,1
amphibian,video game,species,creative_work,-1,True,-1.0,-1.0,1.0,-1.0,0.5762495871181209,0.4237504128818791,-1,1
police officer,song,occupation,creative_work,-1,True,-1.0,-1.0,1.0,1.0,0.3793288567889701,0.6206711432110299,1,0
plant,physicist,species,occupation,-1,True,1.0,1.0,1.0,-1.0,0.4674213924851056,0.5325786075148944,1,0
fashion designer,book,occupation,creative_work,-1,True,-1.0,-1.0,-1.0,-1.0,0.6733108942104322,0.3266891057895678,-1,1
fashion designer,merchant ship,occupation,man-made_object,1,True,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,0
butterfly,skyscraper,species,man-made_object,1,True,1.0,1.0,1.0,-1.0,0.4674213924851056,0.5325786075148944,1,1
website,smartphone,creative_work,man-made_object,-1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,0
airline pilot,film,occupation,creative_work,-1,True,-1.0,-1.0,1.0,1.0,0.3793288567889701,0.6206711432110299,1,0
island,desert,geographical_entity,geographical_entity,1,False,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
bee,astronaut,species,occupation,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
highway,skyscraper,geographical_entity,man-made_object,-1,True,-1.0,-1.0,-1.0,1.0,0.4808603822516243,0.5191396177483757,1,0
butterfly,mobile app,species,creative_work,-1,True,1.0,1.0,1.0,-1.0,0.4674213924851056,0.5325786075148944,1,0
fashion designer,spacecraft,occupation,man-made_object,1,True,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,0
actor,technological invention,occupation,creative_work,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
mobile app,animation feature film,creative_work,creative_work,1,False,-1.0,-1.0,-1.0,1.0,0.4808603822516243,0.5191396177483757,1,1
airline pilot,technological invention,occupation,creative_work,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
spacecraft,industrial robot,man-made_object,man-made_object,-1,False,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,1
football club,skyscraper,organization,man-made_object,-1,True,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,1
castle,fast food restaurant,geographical_entity,organization,1,True,0.0,0.0,-1.0,-1.0,0.6234576753337372,0.3765423246662628,-1,0
physicist,smartphone,occupation,man-made_object,-1,True,1.0,1.0,1.0,-1.0,0.4674213924851056,0.5325786075148944,1,0
cryptocurrency exchange,mobile app,organization,creative_work,-1,True,-1.0,-1.0,1.0,-1.0,0.5762495871181209,0.4237504128818791,-1,1
percussion instrument,industrial robot,man-made_object,man-made_object,-1,False,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,1
phytoplankton,travel agency,species,organization,-1,True,-1.0,-1.0,-1.0,0.0,0.5801285571215558,0.41987144287844425,-1,1
national dance,website,creative_work,creative_work,-1,False,-1.0,-1.0,-1.0,-1.0,0.6733108942104322,0.3266891057895678,-1,1
airline pilot,animation studio,occupation,organization,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
conglomerate,animation feature film,organization,creative_work,-1,True,-1.0,-1.0,-1.0,1.0,0.4808603822516243,0.5191396177483757,1,0
fish,desert,species,geographical_entity,1,True,-1.0,-1.0,1.0,1.0,0.3793288567889701,0.6206711432110299,1,1
phytoplankton,university,species,organization,-1,True,-1.0,-1.0,1.0,1.0,0.3793288567889701,0.6206711432110299,1,0
mammal,politician,species,occupation,-1,True,-1.0,-1.0,-1.0,1.0,0.4808603822516243,0.5191396177483757,1,0
insect,nuclear power plant,species,geographical_entity,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
phytoplankton,public library,species,organization,-1,True,-1.0,-1.0,1.0,-1.0,0.5762495871181209,0.4237504128818791,-1,1
bacteria,school teacher,species,occupation,1,True,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,0
coal power plant,wind turbine,organization,man-made_object,-1,True,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,1
astronaut,highway,occupation,geographical_entity,-1,True,-1.0,-1.0,1.0,-1.0,0.5762495871181209,0.4237504128818791,-1,1
lake,football club,geographical_entity,organization,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
desert,airline,geographical_entity,organization,-1,True,-1.0,-1.0,-1.0,-1.0,0.6733108942104322,0.3266891057895678,-1,1
snake,conglomerate,species,organization,1,True,1.0,1.0,1.0,-1.0,0.4674213924851056,0.5325786075148944,1,1
actor,conglomerate,occupation,organization,1,True,1.0,1.0,1.0,-1.0,0.4674213924851056,0.5325786075148944,1,1
lake,merchant ship,geographical_entity,man-made_object,1,True,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,0
animation feature film,technological invention,creative_work,creative_work,1,False,1.0,1.0,1.0,0.0,0.3704244464631621,0.6295755535368379,1,1
island,city,geographical_entity,geographical_entity,-1,False,1.0,1.0,-1.0,0.0,0.4713827077456686,0.5286172922543314,1,0
police officer,dentist,occupation,occupation,1,False,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,0
spider,journalist,species,occupation,-1,True,-1.0,-1.0,1.0,1.0,0.3793288567889701,0.6206711432110299,1,0
national park,scientific paper,geographical_entity,creative_work,-1,True,-1.0,-1.0,1.0,-1.0,0.5762495871181209,0.4237504128818791,-1,1
national park,book,geographical_entity,creative_work,-1,True,-1.0,-1.0,1.0,-1.0,0.5762495871181209,0.4237504128818791,-1,1
mammal,desert,species,geographical_entity,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
nuclear power plant,wind turbine,geographical_entity,man-made_object,-1,True,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,1
football club,travel agency,organization,organization,-1,False,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,1
city,helicopter,geographical_entity,man-made_object,-1,True,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,1
mammal,animation feature film,species,creative_work,-1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,0
cooperative,submarine,organization,man-made_object,1,True,-1.0,-1.0,1.0,1.0,0.3793288567889701,0.6206711432110299,1,1
physicist,observatory,occupation,man-made_object,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
island,book,geographical_entity,creative_work,-1,True,-1.0,-1.0,-1.0,-1.0,0.6733108942104322,0.3266891057895678,-1,1
grass,tea company,species,organization,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
film,helicopter,creative_work,man-made_object,1,True,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,0
conglomerate,merchant ship,organization,man-made_object,-1,True,-1.0,-1.0,-1.0,-1.0,0.6733108942104322,0.3266891057895678,-1,1
hospital,coal power plant,organization,organization,1,False,1.0,1.0,-1.0,1.0,0.3741412144346301,0.6258587855653699,1,1
snake,travel agency,species,organization,-1,True,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,1
nurse,nuclear power plant,occupation,geographical_entity,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
island,observatory,geographical_entity,man-made_object,1,True,1.0,1.0,-1.0,1.0,0.3741412144346301,0.6258587855653699,1,1
airline pilot,bicycle,occupation,man-made_object,-1,True,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,1
spider,volcano,species,geographical_entity,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
airport,submarine,geographical_entity,man-made_object,1,True,1.0,1.0,-1.0,1.0,0.3741412144346301,0.6258587855653699,1,1
castle,play,geographical_entity,creative_work,1,True,1.0,1.0,1.0,-1.0,0.4674213924851056,0.5325786075148944,1,1
mammal,submarine,species,man-made_object,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
journalist,desert,occupation,geographical_entity,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
fast food restaurant,formula one circuit,organization,man-made_object,1,True,0.0,0.0,1.0,1.0,0.32930157175276564,0.6706984282472344,1,1
snake,mobile app,species,creative_work,-1,True,1.0,1.0,1.0,-1.0,0.4674213924851056,0.5325786075148944,1,0
book,helicopter,creative_work,man-made_object,1,True,1.0,1.0,-1.0,1.0,0.3741412144346301,0.6258587855653699,1,1
river,patent,geographical_entity,creative_work,-1,True,1.0,1.0,1.0,0.0,0.3704244464631621,0.6295755535368379,1,0
zoo,helicopter,geographical_entity,man-made_object,-1,True,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,1
insect,website,species,creative_work,-1,True,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,1
highway,zoo,geographical_entity,geographical_entity,-1,False,-1.0,-1.0,-1.0,1.0,0.4808603822516243,0.5191396177483757,1,0
politician,play,occupation,creative_work,1,True,1.0,1.0,1.0,-1.0,0.4674213924851056,0.5325786075148944,1,1
video game,submarine,creative_work,man-made_object,1,True,1.0,1.0,-1.0,1.0,0.3741412144346301,0.6258587855653699,1,1
cooperative,religious text,organization,creative_work,1,True,-1.0,-1.0,1.0,1.0,0.3793288567889701,0.6206711432110299,1,1
film,website,creative_work,creative_work,-1,False,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,1
fashion designer,oil tanker,occupation,man-made_object,1,True,1.0,1.0,-1.0,1.0,0.3741412144346301,0.6258587855653699,1,1
NBA player,video game,occupation,creative_work,-1,True,-1.0,-1.0,1.0,0.0,0.4768912734426505,0.5231087265573495,1,0
castle,dam,geographical_entity,geographical_entity,1,False,-1.0,-1.0,-1.0,-1.0,0.6733108942104322,0.3266891057895678,-1,0
lawyer,patent,occupation,creative_work,1,True,1.0,1.0,1.0,0.0,0.3704244464631621,0.6295755535368379,1,1
animation studio,oil tanker,organization,man-made_object,-1,True,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,1
fish,lawyer,species,occupation,-1,True,-1.0,-1.0,-1.0,-1.0,0.6733108942104322,0.3266891057895678,-1,1
school teacher,smartphone,occupation,man-made_object,-1,True,1.0,1.0,1.0,-1.0,0.4674213924851056,0.5325786075148944,1,0
animation studio,airline,organization,organization,-1,False,-1.0,-1.0,1.0,-1.0,0.5762495871181209,0.4237504128818791,-1,1
fish,publisher,species,organization,1,True,-1.0,-1.0,1.0,1.0,0.3793288567889701,0.6206711432110299,1,1
snake,airline pilot,species,occupation,-1,True,-1.0,-1.0,-1.0,-1.0,0.6733108942104322,0.3266891057895678,-1,1
public library,oil tanker,organization,man-made_object,1,True,1.0,1.0,-1.0,1.0,0.3741412144346301,0.6258587855653699,1,1
snake,plant,species,species,-1,False,-1.0,-1.0,-1.0,-1.0,0.6733108942104322,0.3266891057895678,-1,1
animation studio,patent,organization,creative_work,-1,True,-1.0,-1.0,-1.0,-1.0,0.6733108942104322,0.3266891057895678,-1,1
cryptocurrency exchange,scientific paper,organization,creative_work,-1,True,-1.0,-1.0,1.0,-1.0,0.5762495871181209,0.4237504128818791,-1,1
bee,nurse,species,occupation,-1,True,-1.0,-1.0,-1.0,-1.0,0.6733108942104322,0.3266891057895678,-1,1
grass,university,species,organization,-1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,0
satellite,smartphone,man-made_object,man-made_object,-1,False,1.0,1.0,1.0,-1.0,0.4674213924851056,0.5325786075148944,1,0
tree,nuclear power plant,species,geographical_entity,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
phytoplankton,formula one circuit,species,man-made_object,1,True,-1.0,-1.0,1.0,1.0,0.3793288567889701,0.6206711432110299,1,1
bee,smartphone,species,man-made_object,-1,True,1.0,1.0,1.0,-1.0,0.4674213924851056,0.5325786075148944,1,0
tree,publisher,species,organization,1,True,-1.0,-1.0,1.0,1.0,0.3793288567889701,0.6206711432110299,1,1
conglomerate,technological invention,organization,creative_work,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
amphibian,river,species,geographical_entity,-1,True,-1.0,-1.0,-1.0,-1.0,0.6733108942104322,0.3266891057895678,-1,1
architect,national park,occupation,geographical_entity,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
researcher,desert,occupation,geographical_entity,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
city,scientific paper,geographical_entity,creative_work,-1,True,-1.0,-1.0,1.0,-1.0,0.5762495871181209,0.4237504128818791,-1,1
film,oil tanker,creative_work,man-made_object,1,True,1.0,1.0,-1.0,1.0,0.3741412144346301,0.6258587855653699,1,1
mammal,butterfly,species,species,-1,False,-1.0,-1.0,-1.0,0.0,0.5801285571215558,0.41987144287844425,-1,1
plant,public library,species,organization,1,True,1.0,1.0,1.0,-1.0,0.4674213924851056,0.5325786075148944,1,1
fashion designer,bicycle,occupation,man-made_object,-1,True,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,1
volcano,desert,geographical_entity,geographical_entity,1,False,-1.0,-1.0,1.0,1.0,0.3793288567889701,0.6206711432110299,1,1
fungus,astronaut,species,occupation,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
lake,helicopter,geographical_entity,man-made_object,1,True,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,0
airport,public library,geographical_entity,organization,-1,True,-1.0,-1.0,1.0,-1.0,0.5762495871181209,0.4237504128818791,-1,1
fast food restaurant,website,organization,creative_work,-1,True,0.0,0.0,-1.0,-1.0,0.6234576753337372,0.3765423246662628,-1,1
river,formula one circuit,geographical_entity,man-made_object,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
phytoplankton,dam,species,geographical_entity,-1,True,-1.0,-1.0,-1.0,1.0,0.4808603822516243,0.5191396177483757,1,0
tea company,skyscraper,organization,man-made_object,-1,True,-1.0,-1.0,1.0,-1.0,0.5762495871181209,0.4237504128818791,-1,1
lake,coal power plant,geographical_entity,organization,1,True,1.0,1.0,-1.0,1.0,0.3741412144346301,0.6258587855653699,1,1
wind turbine,merchant ship,man-made_object,man-made_object,1,False,-1.0,-1.0,1.0,1.0,0.3793288567889701,0.6206711432110299,1,1
mobile app,national dance,creative_work,creative_work,1,False,1.0,1.0,-1.0,1.0,0.3741412144346301,0.6258587855653699,1,1
astronaut,lake,occupation,geographical_entity,-1,True,-1.0,-1.0,1.0,-1.0,0.5762495871181209,0.4237504128818791,-1,1
airport,oil tanker,geographical_entity,man-made_object,1,True,1.0,1.0,-1.0,1.0,0.3741412144346301,0.6258587855653699,1,1
lake,smartphone,geographical_entity,man-made_object,-1,True,1.0,1.0,1.0,-1.0,0.4674213924851056,0.5325786075148944,1,0
spider,submarine,species,man-made_object,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
police officer,video game,occupation,creative_work,1,True,-1.0,-1.0,1.0,1.0,0.3793288567889701,0.6206711432110299,1,1
cryptocurrency exchange,wind turbine,organization,man-made_object,-1,True,-1.0,-1.0,-1.0,-1.0,0.6733108942104322,0.3266891057895678,-1,1
plant,airline,species,organization,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
submarine,spacecraft,man-made_object,man-made_object,-1,False,1.0,1.0,1.0,-1.0,0.4674213924851056,0.5325786075148944,1,0
dentist,world heritage site,occupation,geographical_entity,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
coal power plant,public library,organization,organization,-1,False,-1.0,-1.0,1.0,-1.0,0.5762495871181209,0.4237504128818791,-1,1
mobile app,wind turbine,creative_work,man-made_object,1,True,1.0,1.0,-1.0,1.0,0.3741412144346301,0.6258587855653699,1,1
phytoplankton,school teacher,species,occupation,-1,True,-1.0,-1.0,-1.0,-1.0,0.6733108942104322,0.3266891057895678,-1,1
amphibian,film,species,creative_work,-1,True,-1.0,-1.0,1.0,-1.0,0.5762495871181209,0.4237504128818791,-1,1
journalist,dentist,occupation,occupation,-1,False,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,1
spider,board game,species,creative_work,-1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,0
airport,video game,geographical_entity,creative_work,-1,True,-1.0,-1.0,-1.0,1.0,0.4808603822516243,0.5191396177483757,1,0
world heritage site,animation studio,geographical_entity,organization,1,True,-1.0,-1.0,1.0,1.0,0.3793288567889701,0.6206711432110299,1,1
highway,smartphone,geographical_entity,man-made_object,-1,True,1.0,1.0,1.0,-1.0,0.4674213924851056,0.5325786075148944,1,0
school teacher,ancient civilization,occupation,geographical_entity,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
spider,dam,species,geographical_entity,1,True,-1.0,-1.0,-1.0,1.0,0.4808603822516243,0.5191396177483757,1,1
physicist,publisher,occupation,organization,1,True,1.0,1.0,-1.0,1.0,0.3741412144346301,0.6258587855653699,1,1
NBA player,national park,occupation,geographical_entity,1,True,1.0,1.0,-1.0,1.0,0.3741412144346301,0.6258587855653699,1,1
bird,video game,species,creative_work,-1,True,-1.0,-1.0,1.0,1.0,0.3793288567889701,0.6206711432110299,1,0
highway,formula one circuit,geographical_entity,man-made_object,1,True,-1.0,-1.0,1.0,1.0,0.3793288567889701,0.6206711432110299,1,1
desert,observatory,geographical_entity,man-made_object,-1,True,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,1
airport,bank,geographical_entity,organization,-1,True,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,1
politician,desert,occupation,geographical_entity,1,True,1.0,1.0,1.0,-1.0,0.4674213924851056,0.5325786075148944,1,1
island,religious text,geographical_entity,creative_work,1,True,1.0,1.0,-1.0,1.0,0.3741412144346301,0.6258587855653699,1,1
mammal,river,species,geographical_entity,-1,True,-1.0,-1.0,-1.0,-1.0,0.6733108942104322,0.3266891057895678,-1,1
patent,observatory,creative_work,man-made_object,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
painting,religious text,creative_work,creative_work,1,False,1.0,1.0,-1.0,1.0,0.3741412144346301,0.6258587855653699,1,1
journalist,school teacher,occupation,occupation,-1,False,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,1
religious text,percussion instrument,creative_work,man-made_object,-1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,0
amphibian,play,species,creative_work,-1,True,-1.0,-1.0,1.0,-1.0,0.5762495871181209,0.4237504128818791,-1,1
website,industrial robot,creative_work,man-made_object,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
bird,amphibian,species,species,1,False,1.0,1.0,-1.0,1.0,0.3741412144346301,0.6258587855653699,1,1
world heritage site,ancient civilization,geographical_entity,geographical_entity,1,False,-1.0,-1.0,1.0,1.0,0.3793288567889701,0.6206711432110299,1,1
researcher,dentist,occupation,occupation,1,False,1.0,1.0,1.0,-1.0,0.4674213924851056,0.5325786075148944,1,1
island,bank,geographical_entity,organization,-1,True,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,1
lawyer,dam,occupation,geographical_entity,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
spider,smartphone,species,man-made_object,-1,True,1.0,1.0,1.0,-1.0,0.4674213924851056,0.5325786075148944,1,0
fish,spacecraft,species,man-made_object,1,True,1.0,1.0,1.0,0.0,0.3704244464631621,0.6295755535368379,1,1
architect,lake,occupation,geographical_entity,-1,True,-1.0,-1.0,1.0,-1.0,0.5762495871181209,0.4237504128818791,-1,1
airport,technological invention,geographical_entity,creative_work,1,True,1.0,1.0,-1.0,1.0,0.3741412144346301,0.6258587855653699,1,1
airline pilot,river,occupation,geographical_entity,1,True,-1.0,-1.0,1.0,-1.0,0.5762495871181209,0.4237504128818791,-1,0
journalist,hospital,occupation,organization,1,True,1.0,1.0,1.0,-1.0,0.4674213924851056,0.5325786075148944,1,1
cooperative,travel agency,organization,organization,1,False,1.0,1.0,-1.0,0.0,0.4713827077456686,0.5286172922543314,1,1
board game,animation feature film,creative_work,creative_work,1,False,-1.0,-1.0,-1.0,1.0,0.4808603822516243,0.5191396177483757,1,1
desert,travel agency,geographical_entity,organization,-1,True,1.0,1.0,-1.0,-1.0,0.5708457552035261,0.4291542447964739,-1,1
journalist,helicopter,occupation,man-made_object,1,True,1.0,1.0,1.0,-1.0,0.4674213924851056,0.5325786075148944,1,1
nuclear power plant,submarine,geographical_entity,man-made_object,-1,True,-1.0,-1.0,1.0,-1.0,0.5762495871181209,0.4237504128818791,-1,1
river,nuclear power plant,geographical_entity,geographical_entity,1,False,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
police officer,conglomerate,occupation,organization,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
video game,observatory,creative_work,man-made_object,1,True,1.0,1.0,-1.0,1.0,0.3741412144346301,0.6258587855653699,1,1
satellite,submarine,man-made_object,man-made_object,1,False,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
fast food restaurant,painting,organization,creative_work,1,True,0.0,0.0,1.0,-1.0,0.5220977118335559,0.47790228816644414,-1,0
amphibian,tea company,species,organization,1,True,1.0,1.0,1.0,1.0,0.2828651901918614,0.7171348098081386,1,1
